Serial_number:,,,
367990,,,
Project ID:,,,
,,,
Location:,,,
,,,
RainFall,,,
UNIT: mm,,,
Rain Cal. Constant: 1.000000 mm,,,
Date,Time,ms,RainFall
9/23/2021,12:04:28 AM,0,0
9/23/2021,12:05:28 AM,0,0
9/23/2021,12:06:28 AM,0,0
9/23/2021,12:07:28 AM,0,0
9/23/2021,12:08:28 AM,0,0
9/23/2021,12:09:28 AM,0,0
9/23/2021,12:10:28 AM,0,0
9/23/2021,12:11:28 AM,0,0
9/23/2021,12:12:28 AM,0,0
9/23/2021,12:13:28 AM,0,0
9/23/2021,12:14:28 AM,0,0
9/23/2021,12:15:28 AM,0,0
9/23/2021,12:16:28 AM,0,0
9/23/2021,12:17:28 AM,0,0
9/23/2021,12:18:28 AM,0,0
9/23/2021,12:19:28 AM,0,0
9/23/2021,12:20:28 AM,0,0
9/23/2021,12:21:28 AM,0,0
9/23/2021,12:22:28 AM,0,0
9/23/2021,12:23:28 AM,0,0
9/23/2021,12:24:28 AM,0,0
9/23/2021,12:25:28 AM,0,0
9/23/2021,12:26:28 AM,0,0
9/23/2021,12:27:28 AM,0,0
9/23/2021,12:28:28 AM,0,0
9/23/2021,12:29:28 AM,0,0
9/23/2021,12:30:28 AM,0,0
9/23/2021,12:31:28 AM,0,0
9/23/2021,12:32:28 AM,0,0
9/23/2021,12:33:28 AM,0,0
9/23/2021,12:34:28 AM,0,0
9/23/2021,12:35:28 AM,0,0
9/23/2021,12:36:28 AM,0,0
9/23/2021,12:37:28 AM,0,0
9/23/2021,12:38:28 AM,0,0
9/23/2021,12:39:28 AM,0,0
9/23/2021,12:40:28 AM,0,0
9/23/2021,12:41:28 AM,0,0
9/23/2021,12:42:28 AM,0,0
9/23/2021,12:43:28 AM,0,0
9/23/2021,12:44:28 AM,0,0
9/23/2021,12:45:28 AM,0,0
9/23/2021,12:46:28 AM,0,0
9/23/2021,12:47:28 AM,0,0
9/23/2021,12:48:28 AM,0,0
9/23/2021,12:49:28 AM,0,0
9/23/2021,12:50:28 AM,0,0
9/23/2021,12:51:28 AM,0,0
9/23/2021,12:52:28 AM,0,0
9/23/2021,12:53:28 AM,0,0
9/23/2021,12:54:28 AM,0,0
9/23/2021,12:55:28 AM,0,0
9/23/2021,12:56:28 AM,0,0
9/23/2021,12:57:28 AM,0,0
9/23/2021,12:58:28 AM,0,0
9/23/2021,12:59:28 AM,0,0
9/23/2021,1:00:28 AM,0,0
9/23/2021,1:01:28 AM,0,0
9/23/2021,1:02:28 AM,0,0
9/23/2021,1:03:28 AM,0,0
9/23/2021,1:04:28 AM,0,0
9/23/2021,1:05:28 AM,0,0
9/23/2021,1:06:28 AM,0,0
9/23/2021,1:07:28 AM,0,0
9/23/2021,1:08:28 AM,0,0
9/23/2021,1:09:28 AM,0,0
9/23/2021,1:10:28 AM,0,0
9/23/2021,1:11:28 AM,0,0
9/23/2021,1:12:28 AM,0,0
9/23/2021,1:13:28 AM,0,0
9/23/2021,1:14:28 AM,0,0
9/23/2021,1:15:28 AM,0,0
9/23/2021,1:16:28 AM,0,0
9/23/2021,1:17:28 AM,0,0
9/23/2021,1:18:28 AM,0,0
9/23/2021,1:19:28 AM,0,0
9/23/2021,1:20:28 AM,0,0
9/23/2021,1:21:28 AM,0,0
9/23/2021,1:22:28 AM,0,0
9/23/2021,1:23:28 AM,0,0
9/23/2021,1:24:28 AM,0,0
9/23/2021,1:25:28 AM,0,0
9/23/2021,1:26:28 AM,0,0
9/23/2021,1:27:28 AM,0,0
9/23/2021,1:28:28 AM,0,0
9/23/2021,1:29:28 AM,0,0
9/23/2021,1:30:28 AM,0,0
9/23/2021,1:31:28 AM,0,0
9/23/2021,1:32:28 AM,0,0
9/23/2021,1:33:28 AM,0,0
9/23/2021,1:34:28 AM,0,0
9/23/2021,1:35:28 AM,0,0
9/23/2021,1:36:28 AM,0,0
9/23/2021,1:37:28 AM,0,0
9/23/2021,1:38:28 AM,0,0
9/23/2021,1:39:28 AM,0,0
9/23/2021,1:40:28 AM,0,0
9/23/2021,1:41:28 AM,0,0
9/23/2021,1:42:28 AM,0,0
9/23/2021,1:43:28 AM,0,0
9/23/2021,1:44:28 AM,0,0
9/23/2021,1:45:28 AM,0,0
9/23/2021,1:46:28 AM,0,0
9/23/2021,1:47:28 AM,0,0
9/23/2021,1:48:28 AM,0,0
9/23/2021,1:49:28 AM,0,0
9/23/2021,1:50:28 AM,0,0
9/23/2021,1:51:28 AM,0,0
9/23/2021,1:52:28 AM,0,0
9/23/2021,1:53:28 AM,0,0
9/23/2021,1:54:28 AM,0,0
9/23/2021,1:55:28 AM,0,0
9/23/2021,1:56:28 AM,0,0
9/23/2021,1:57:28 AM,0,0
9/23/2021,1:58:28 AM,0,0
9/23/2021,1:59:28 AM,0,0
9/23/2021,2:00:28 AM,0,0
9/23/2021,2:01:28 AM,0,0
9/23/2021,2:02:28 AM,0,0
9/23/2021,2:03:28 AM,0,0
9/23/2021,2:04:28 AM,0,0
9/23/2021,2:05:28 AM,0,0
9/23/2021,2:06:28 AM,0,0
9/23/2021,2:07:28 AM,0,0
9/23/2021,2:08:28 AM,0,0
9/23/2021,2:09:28 AM,0,0
9/23/2021,2:10:28 AM,0,0
9/23/2021,2:11:28 AM,0,0
9/23/2021,2:12:28 AM,0,0
9/23/2021,2:13:28 AM,0,0
9/23/2021,2:14:28 AM,0,0
9/23/2021,2:15:28 AM,0,0
9/23/2021,2:16:28 AM,0,0
9/23/2021,2:17:28 AM,0,0
9/23/2021,2:18:28 AM,0,0
9/23/2021,2:19:28 AM,0,0
9/23/2021,2:20:28 AM,0,0
9/23/2021,2:21:28 AM,0,0
9/23/2021,2:22:28 AM,0,0
9/23/2021,2:23:28 AM,0,0
9/23/2021,2:24:28 AM,0,0
9/23/2021,2:25:28 AM,0,0
9/23/2021,2:26:28 AM,0,0
9/23/2021,2:27:28 AM,0,0
9/23/2021,2:28:28 AM,0,0
9/23/2021,2:29:28 AM,0,0
9/23/2021,2:30:28 AM,0,0
9/23/2021,2:31:28 AM,0,0
9/23/2021,2:32:28 AM,0,0
9/23/2021,2:33:28 AM,0,0
9/23/2021,2:34:28 AM,0,0
9/23/2021,2:35:28 AM,0,0
9/23/2021,2:36:28 AM,0,0
9/23/2021,2:37:28 AM,0,0
9/23/2021,2:38:28 AM,0,0
9/23/2021,2:39:28 AM,0,0
9/23/2021,2:40:28 AM,0,0
9/23/2021,2:41:28 AM,0,0
9/23/2021,2:42:28 AM,0,0
9/23/2021,2:43:28 AM,0,0
9/23/2021,2:44:28 AM,0,0
9/23/2021,2:45:28 AM,0,0
9/23/2021,2:46:28 AM,0,0
9/23/2021,2:47:28 AM,0,0
9/23/2021,2:48:28 AM,0,0
9/23/2021,2:49:28 AM,0,0
9/23/2021,2:50:28 AM,0,0
9/23/2021,2:51:28 AM,0,0
9/23/2021,2:52:28 AM,0,0
9/23/2021,2:53:28 AM,0,0
9/23/2021,2:54:28 AM,0,0
9/23/2021,2:55:28 AM,0,0
9/23/2021,2:56:28 AM,0,0
9/23/2021,2:57:28 AM,0,0
9/23/2021,2:58:28 AM,0,0
9/23/2021,2:59:28 AM,0,0
9/23/2021,3:00:28 AM,0,0
9/23/2021,3:01:28 AM,0,0
9/23/2021,3:02:28 AM,0,0
9/23/2021,3:03:28 AM,0,0
9/23/2021,3:04:28 AM,0,0
9/23/2021,3:05:28 AM,0,0
9/23/2021,3:06:28 AM,0,0
9/23/2021,3:07:28 AM,0,0
9/23/2021,3:08:28 AM,0,0
9/23/2021,3:09:28 AM,0,0
9/23/2021,3:10:28 AM,0,0
9/23/2021,3:11:28 AM,0,0
9/23/2021,3:12:28 AM,0,0
9/23/2021,3:13:28 AM,0,0
9/23/2021,3:14:28 AM,0,0
9/23/2021,3:15:28 AM,0,0
9/23/2021,3:16:28 AM,0,0
9/23/2021,3:17:28 AM,0,0
9/23/2021,3:18:28 AM,0,0
9/23/2021,3:19:28 AM,0,0
9/23/2021,3:20:28 AM,0,0
9/23/2021,3:21:28 AM,0,0
9/23/2021,3:22:28 AM,0,0
9/23/2021,3:23:28 AM,0,0
9/23/2021,3:24:28 AM,0,0
9/23/2021,3:25:28 AM,0,0
9/23/2021,3:26:28 AM,0,0
9/23/2021,3:27:28 AM,0,0
9/23/2021,3:28:28 AM,0,0
9/23/2021,3:29:28 AM,0,0
9/23/2021,3:30:28 AM,0,0
9/23/2021,3:31:28 AM,0,0
9/23/2021,3:32:28 AM,0,0
9/23/2021,3:33:28 AM,0,0
9/23/2021,3:34:28 AM,0,0
9/23/2021,3:35:28 AM,0,0
9/23/2021,3:36:28 AM,0,0
9/23/2021,3:37:28 AM,0,0
9/23/2021,3:38:28 AM,0,0
9/23/2021,3:39:28 AM,0,0
9/23/2021,3:40:28 AM,0,0
9/23/2021,3:41:28 AM,0,0
9/23/2021,3:42:28 AM,0,0
9/23/2021,3:43:28 AM,0,0
9/23/2021,3:44:28 AM,0,0
9/23/2021,3:45:28 AM,0,0
9/23/2021,3:46:28 AM,0,0
9/23/2021,3:47:28 AM,0,0
9/23/2021,3:48:28 AM,0,0
9/23/2021,3:49:28 AM,0,0
9/23/2021,3:50:28 AM,0,0
9/23/2021,3:51:28 AM,0,0
9/23/2021,3:52:28 AM,0,0
9/23/2021,3:53:28 AM,0,0
9/23/2021,3:54:28 AM,0,0
9/23/2021,3:55:28 AM,0,0
9/23/2021,3:56:28 AM,0,0
9/23/2021,3:57:28 AM,0,0
9/23/2021,3:58:28 AM,0,0
9/23/2021,3:59:28 AM,0,0
9/23/2021,4:00:28 AM,0,0
9/23/2021,4:01:28 AM,0,0
9/23/2021,4:02:28 AM,0,0
9/23/2021,4:03:28 AM,0,0
9/23/2021,4:04:28 AM,0,0
9/23/2021,4:05:28 AM,0,0
9/23/2021,4:06:28 AM,0,0
9/23/2021,4:07:28 AM,0,0
9/23/2021,4:08:28 AM,0,0
9/23/2021,4:09:28 AM,0,0
9/23/2021,4:10:28 AM,0,0
9/23/2021,4:11:28 AM,0,0
9/23/2021,4:12:28 AM,0,0
9/23/2021,4:13:28 AM,0,0
9/23/2021,4:14:28 AM,0,0
9/23/2021,4:15:28 AM,0,0
9/23/2021,4:16:28 AM,0,0
9/23/2021,4:17:28 AM,0,0
9/23/2021,4:18:28 AM,0,0
9/23/2021,4:19:28 AM,0,0
9/23/2021,4:20:28 AM,0,0
9/23/2021,4:21:28 AM,0,0
9/23/2021,4:22:28 AM,0,0
9/23/2021,4:23:28 AM,0,0
9/23/2021,4:24:28 AM,0,0
9/23/2021,4:25:28 AM,0,0
9/23/2021,4:26:28 AM,0,0
9/23/2021,4:27:28 AM,0,0
9/23/2021,4:28:28 AM,0,0
9/23/2021,4:29:28 AM,0,0
9/23/2021,4:30:28 AM,0,0
9/23/2021,4:31:28 AM,0,0
9/23/2021,4:32:28 AM,0,0
9/23/2021,4:33:28 AM,0,0
9/23/2021,4:34:28 AM,0,0
9/23/2021,4:35:28 AM,0,0
9/23/2021,4:36:28 AM,0,0
9/23/2021,4:37:28 AM,0,0
9/23/2021,4:38:28 AM,0,0
9/23/2021,4:39:28 AM,0,0
9/23/2021,4:40:28 AM,0,0
9/23/2021,4:41:28 AM,0,0
9/23/2021,4:42:28 AM,0,0
9/23/2021,4:43:28 AM,0,0
9/23/2021,4:44:28 AM,0,0
9/23/2021,4:45:28 AM,0,0
9/23/2021,4:46:28 AM,0,0
9/23/2021,4:47:28 AM,0,0
9/23/2021,4:48:28 AM,0,0
9/23/2021,4:49:28 AM,0,0
9/23/2021,4:50:28 AM,0,0
9/23/2021,4:51:28 AM,0,0
9/23/2021,4:52:28 AM,0,0
9/23/2021,4:53:28 AM,0,0
9/23/2021,4:54:28 AM,0,0
9/23/2021,4:55:28 AM,0,0
9/23/2021,4:56:28 AM,0,0
9/23/2021,4:57:28 AM,0,0
9/23/2021,4:58:28 AM,0,0
9/23/2021,4:59:28 AM,0,0
9/23/2021,5:00:28 AM,0,0
9/23/2021,5:01:28 AM,0,0
9/23/2021,5:02:28 AM,0,0
9/23/2021,5:03:28 AM,0,0
9/23/2021,5:04:28 AM,0,0
9/23/2021,5:05:28 AM,0,0
9/23/2021,5:06:28 AM,0,0
9/23/2021,5:07:28 AM,0,0
9/23/2021,5:08:28 AM,0,0
9/23/2021,5:09:28 AM,0,0
9/23/2021,5:10:28 AM,0,0
9/23/2021,5:11:28 AM,0,0
9/23/2021,5:12:28 AM,0,0
9/23/2021,5:13:28 AM,0,0
9/23/2021,5:14:28 AM,0,0
9/23/2021,5:15:28 AM,0,0
9/23/2021,5:16:28 AM,0,0
9/23/2021,5:17:28 AM,0,0
9/23/2021,5:18:28 AM,0,0
9/23/2021,5:19:28 AM,0,0
9/23/2021,5:20:28 AM,0,0
9/23/2021,5:21:28 AM,0,0
9/23/2021,5:22:28 AM,0,0
9/23/2021,5:23:28 AM,0,0
9/23/2021,5:24:28 AM,0,0
9/23/2021,5:25:28 AM,0,0
9/23/2021,5:26:28 AM,0,0
9/23/2021,5:27:28 AM,0,0
9/23/2021,5:28:28 AM,0,0
9/23/2021,5:29:28 AM,0,0
9/23/2021,5:30:28 AM,0,0
9/23/2021,5:31:28 AM,0,0
9/23/2021,5:32:28 AM,0,0
9/23/2021,5:33:28 AM,0,0
9/23/2021,5:34:28 AM,0,0
9/23/2021,5:35:28 AM,0,0
9/23/2021,5:36:28 AM,0,0
9/23/2021,5:37:28 AM,0,0
9/23/2021,5:38:28 AM,0,0
9/23/2021,5:39:28 AM,0,0
9/23/2021,5:40:28 AM,0,0
9/23/2021,5:41:28 AM,0,0
9/23/2021,5:42:28 AM,0,0
9/23/2021,5:43:28 AM,0,0
9/23/2021,5:44:28 AM,0,0
9/23/2021,5:45:28 AM,0,0
9/23/2021,5:46:28 AM,0,0
9/23/2021,5:47:28 AM,0,0
9/23/2021,5:48:28 AM,0,0
9/23/2021,5:49:28 AM,0,0
9/23/2021,5:50:28 AM,0,0
9/23/2021,5:51:28 AM,0,0
9/23/2021,5:52:28 AM,0,0
9/23/2021,5:53:28 AM,0,0
9/23/2021,5:54:28 AM,0,0
9/23/2021,5:55:28 AM,0,0
9/23/2021,5:56:28 AM,0,0
9/23/2021,5:57:28 AM,0,0
9/23/2021,5:58:28 AM,0,0
9/23/2021,5:59:28 AM,0,0
9/23/2021,6:00:28 AM,0,0
9/23/2021,6:01:28 AM,0,0
9/23/2021,6:02:28 AM,0,0
9/23/2021,6:03:28 AM,0,0
9/23/2021,6:04:28 AM,0,0
9/23/2021,6:05:28 AM,0,0
9/23/2021,6:06:28 AM,0,0
9/23/2021,6:07:28 AM,0,0
9/23/2021,6:08:28 AM,0,0
9/23/2021,6:09:28 AM,0,0
9/23/2021,6:10:28 AM,0,0
9/23/2021,6:11:28 AM,0,0
9/23/2021,6:12:28 AM,0,0
9/23/2021,6:13:28 AM,0,0
9/23/2021,6:14:28 AM,0,0
9/23/2021,6:15:28 AM,0,0
9/23/2021,6:16:28 AM,0,0
9/23/2021,6:17:28 AM,0,0
9/23/2021,6:18:28 AM,0,0
9/23/2021,6:19:28 AM,0,0
9/23/2021,6:20:28 AM,0,0
9/23/2021,6:21:28 AM,0,0
9/23/2021,6:22:28 AM,0,0
9/23/2021,6:23:28 AM,0,0
9/23/2021,6:24:28 AM,0,0
9/23/2021,6:25:28 AM,0,0
9/23/2021,6:26:28 AM,0,0
9/23/2021,6:27:28 AM,0,0
9/23/2021,6:28:28 AM,0,0
9/23/2021,6:29:28 AM,0,0
9/23/2021,6:30:28 AM,0,0
9/23/2021,6:31:28 AM,0,0
9/23/2021,6:32:28 AM,0,0
9/23/2021,6:33:28 AM,0,0
9/23/2021,6:34:28 AM,0,0
9/23/2021,6:35:28 AM,0,0
9/23/2021,6:36:28 AM,0,0
9/23/2021,6:37:28 AM,0,0
9/23/2021,6:38:28 AM,0,0
9/23/2021,6:39:28 AM,0,0
9/23/2021,6:40:28 AM,0,0
9/23/2021,6:41:28 AM,0,0
9/23/2021,6:42:28 AM,0,0
9/23/2021,6:43:28 AM,0,0
9/23/2021,6:44:28 AM,0,0
9/23/2021,6:45:28 AM,0,0
9/23/2021,6:46:28 AM,0,0
9/23/2021,6:47:28 AM,0,0
9/23/2021,6:48:28 AM,0,0
9/23/2021,6:49:28 AM,0,0
9/23/2021,6:50:28 AM,0,0
9/23/2021,6:51:28 AM,0,0
9/23/2021,6:52:28 AM,0,0
9/23/2021,6:53:28 AM,0,0
9/23/2021,6:54:28 AM,0,0
9/23/2021,6:55:28 AM,0,0
9/23/2021,6:56:28 AM,0,0
9/23/2021,6:57:28 AM,0,0
9/23/2021,6:58:28 AM,0,0
9/23/2021,6:59:28 AM,0,0
9/23/2021,7:00:28 AM,0,0
9/23/2021,7:01:28 AM,0,0
9/23/2021,7:02:28 AM,0,0
9/23/2021,7:03:28 AM,0,0
9/23/2021,7:04:28 AM,0,0
9/23/2021,7:05:28 AM,0,0
9/23/2021,7:06:28 AM,0,0
9/23/2021,7:07:28 AM,0,0
9/23/2021,7:08:28 AM,0,0
9/23/2021,7:09:28 AM,0,0
9/23/2021,7:10:28 AM,0,0
9/23/2021,7:11:28 AM,0,0
9/23/2021,7:12:28 AM,0,0
